Author,ItemID(LIsting_id),another_bundle_index,diff,only_in_one,only_in_other,in_both
Jiahao,42981617542,3,14,['CC05'],"['CC08', 'DC15', 'FD05', 'PZ08', 'QT14', 'SP03', 'MO01', 'UV02', 'XB06', 'XN01', 'XN07', 'ZG01', 'CC07']","['CC', 'CC', 'DC', 'FD', 'PZ', 'QT', 'SP', 'MO', 'UV', 'XB', 'XN', 'XN', 'ZG', 'CC']"
Jiahao,42681494957,3,2,['CC05'],['CC39'],"['CC', 'CC']"
Jiahao,42468840454,3,14,"['CC02', 'CC01', 'JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'RG02', 'SJ28', 'SP02', 'UV01', 'XB07']","['CC33', 'DC10']","['CC', 'CC', 'JB', 'JD', 'MO', 'PZ', 'QC', 'RG', 'SJ', 'SP', 'UV', 'XB', 'CC', 'DC']"
Jiahao,41802068265,3,10,['CC24'],"['JB01', 'JD01', 'MO02', 'PZ01', 'QC02', 'SJ28', 'UV01', 'XB07', 'CC07']","['CC', 'JB', 'JD', 'MO', 'PZ', 'QC', 'SJ', 'UV', 'XB', 'CC']"
Jiahao,41599133465,3,,[],[],[]
Jiahao,41583985792,3,,[],[],[]
Jiahao,40565901878,3,,[],[],[]
Jiahao,40452911197,3,2,['CC24'],['CC22'],"['CC', 'CC']"
Jiahao,40175359932,3,15,"['UV01', 'MO04', 'SP02', 'YK01', 'FW07', 'JC04', 'CC02', 'XB35']","['DK15', 'QC02', 'UV19', 'CC07', 'XB65', 'DC20', 'WD01']","['UV', 'MO', 'SP', 'YK', 'FW', 'JC', 'CC', 'XB', 'DK', 'QC', 'UV', 'CC', 'XB', 'DC', 'WD']"
Jiahao,40148868087,3,9,"['JZ02', 'DK12', 'RG02', 'FD01', 'FW15', 'CC38', 'XB06', 'UV20', 'ZG07']",[],"['JZ', 'DK', 'RG', 'FD', 'FW', 'CC', 'XB', 'UV', 'ZG']"
Jiahao,40112687054,3,,[],[],[]
Jiahao,39237426326,3,,[],[],[]
Jiahao,38708270318,3,9,"['CC24', 'XB35']","['CC19', 'DC05', 'JB01', 'ND03', 'RG03', 'XB05', 'XN01']","['CC', 'XB', 'CC', 'DC', 'JB', 'ND', 'RG', 'XB', 'XN']"
Jiahao,38663832002,3,5,['CC21'],"['CC22', 'DC08', 'JB01', 'ZG09']","['CC', 'CC', 'DC', 'JB', 'ZG']"
Jiahao,38631814095,3,,[],[],[]
Jiahao,37994506504,3,,[],[],[]
Jiahao,37908516066,3,,[],[],[]
Jiahao,37870465778,3,,[],[],[]
Jiahao,37745552927,3,,[],[],[]
Jiahao,37443266749,3,11,"['CC20', 'CC38', 'UV01', 'DC07']","['CC21', 'DC08', 'WD01', 'CC39', 'SJ09', 'UV10', 'CC33']","['CC', 'CC', 'UV', 'DC', 'CC', 'DC', 'WD', 'CC', 'SJ', 'UV', 'CC']"
Jiahao,37241107923,3,,[],[],[]
Jiahao,36982442137,3,13,['XB65'],"['CC07', 'DK05', 'FD01', 'FD05', 'FH01', 'JC08', 'MO02', 'ND01', 'QT04', 'RG01', 'WD05', 'XB05']","['XB', 'CC', 'DK', 'FD', 'FD', 'FH', 'JC', 'MO', 'ND', 'QT', 'RG', 'WD', 'XB']"
Jiahao,36910165248,3,2,['CC06'],['CC08'],"['CC', 'CC']"
Jiahao,36613205733,3,2,['CC24'],['CC22'],"['CC', 'CC']"
Jiahao,36574928690,3,,[],[],[]
Jiahao,36513357018,3,,[],[],[]
Jiahao,35674260254,3,14,['CC06'],"['CC07', 'DC01', 'MO08', 'BU01', 'SJ28', 'JB01', 'QC02', 'JZ03', 'SP01', 'UV01', 'ZG01', 'GJ01', 'CC08']","['CC', 'CC', 'DC', 'MO', 'BU', 'SJ', 'JB', 'QC', 'JZ', 'SP', 'UV', 'ZG', 'GJ', 'CC']"
Jiahao,35557065616,3,,[],[],[]
Jiahao,35540978058,3,,[],[],[]
Jiahao,27462844289,3,14,"['BU01', 'CC02', 'FW20', 'QC02']","['CC04', 'DC21', 'FD01', 'FW02', 'JD03', 'PZ01', 'QT03', 'RG02', 'SJ01', 'UV01']","['BU', 'CC', 'FW', 'QC', 'CC', 'DC', 'FD', 'FW', 'JD', 'PZ', 'QT', 'RG', 'SJ', 'UV']"
Jiahao,26519380192,3,9,"['CC02', 'DK06', 'XB07', 'CC01']","['CC33', 'DK15', 'QT01', 'SJ01', 'XB70']","['CC', 'DK', 'XB', 'CC', 'CC', 'DK', 'QT', 'SJ', 'XB']"
Jiahao,25673844634,3,,[],[],[]
Jiahao,24596036343,3,9,"['CC21', 'UV34', 'XB21']","['CC07', 'MO04', 'UV03', 'XB50', 'YK13', 'CC02']","['CC', 'UV', 'XB', 'CC', 'MO', 'UV', 'XB', 'YK', 'CC']"
Jiahao,24319152517,3,10,"['MS01', 'SJ18', 'SP01', 'MO12', 'UV01', 'XB07', 'XN09', 'YK01', 'ZG01']",['CC02'],"['MS', 'SJ', 'SP', 'MO', 'UV', 'XB', 'XN', 'YK', 'ZG', 'CC']"
Jiahao,24291960195,3,16,"['CC38', 'DK01', 'FD01', 'FP01', 'MO01', 'QT14', 'RG01', 'SP02', 'UV60', 'WD01']","['MS01', 'SJ18', 'SP01', 'MO12', 'UV01', 'XN09']","['CC', 'DK', 'FD', 'FP', 'MO', 'QT', 'RG', 'SP', 'UV', 'WD', 'MS', 'SJ', 'SP', 'MO', 'UV', 'XN']"
Jiahao,23969324559,3,8,['CC06'],"['CC40', 'FP01', 'QT14', 'SP02', 'UV60', 'YK01', 'CC08,CC40,CC46,CC47']","['CC', 'CC', 'FP', 'QT', 'SP', 'UV', 'YK', 'CC']"
Jiahao,23924620234,3,,[],[],[]
Jiahao,23896264169,3,3,"['CC01', 'SJ01']",['CC33'],"['CC', 'SJ', 'CC']"
Jiahao,20728727154,3,2,['CC01'],['CC33'],"['CC', 'CC']"
Jiahao,20373091017,3,,[],[],[]
Jiahao,20186366493,3,6,"['CC06', 'XB35']","['CC08', 'XB05', 'DC21', 'MO09']","['CC', 'XB', 'CC', 'XB', 'DC', 'MO']"
Jiahao,20167630571,3,,[],[],[]
Jiahao,19999809846,3,4,['CC01'],"['CC07', 'SJ01', 'CC33']","['CC', 'CC', 'SJ', 'CC']"
Jiahao,18999829018,3,,[],[],[]
Jiahao,18820622609,3,,[],[],[]
Jiahao,18352298789,3,23,"['BU04', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU01', 'DC01', 'GJ01', 'JB01', 'JZ03', 'QC02', 'SJ28', 'SP01', 'MO08', 'UV01', 'XB07', 'YK01', 'ZG01']","['BU', 'FP', 'FW', 'FW', 'JZ', 'MO', 'ND', 'QT', 'UV', 'WD', 'BU', 'DC', 'GJ', 'JB', 'JZ', 'QC', 'SJ', 'SP', 'MO', 'UV', 'XB', 'YK', 'ZG']"
Jiahao,18053093587,3,14,[],"['BU04', 'CC07', 'DC21', 'DK01', 'FD01', 'FP01', 'FW06', 'FW07', 'JZ01', 'MO09', 'ND01', 'QT01', 'UV02', 'WD01']","['BU', 'CC', 'DC', 'DK', 'FD', 'FP', 'FW', 'FW', 'JZ', 'MO', 'ND', 'QT', 'UV', 'WD']"
Jiahao,16831203027,3,20,"['FD05', 'MO16', 'FH03', 'SJ23', 'QC02', 'FW15', 'FW16', 'CC05', 'XB35', 'MO15', 'ZG18', 'UV12', 'SP02', 'FD01', 'JB01', 'DK09']","['XN01', 'YK01', 'XB60', 'ND01']","['FD', 'MO', 'FH', 'SJ', 'QC', 'FW', 'FW', 'CC', 'XB', 'MO', 'ZG', 'UV', 'SP', 'FD', 'JB', 'DK', 'XN', 'YK', 'XB', 'ND']"
Jiahao,5.23084E+11,4,13,"['CC06', 'UV48', 'XB35', 'CC16', 'DK01', 'MO01', 'UV12', 'XB07']","['CC08', 'UV30', 'XB09', 'ZG07', 'FW03']","['CC', 'UV', 'XB', 'CC', 'DK', 'MO', 'UV', 'XB', 'CC', 'UV', 'XB', 'ZG', 'FW']"
Jiahao,5.21514E+11,4,20,"['CC05', 'JC04', 'JD02', 'MO05', 'UV01', 'WJ01', 'XB07', 'ZG01']","['CC06', 'GJ02', 'DC03', 'DC02', 'DK01', 'GJ04', 'PZ08', 'SJ29', 'JD03', 'UV02', 'XB05', 'YK01']","['CC', 'JC', 'JD', 'MO', 'UV', 'WJ', 'XB', 'ZG', 'CC', 'GJ', 'DC', 'DC', 'DK', 'GJ', 'PZ', 'SJ', 'JD', 'UV', 'XB', 'YK']"
Jiahao,5.23777E+11,4,,[],[],[]
Jiahao,5.22864E+11,4,15,"['CC07', 'JZ02', 'MO04', 'MO10', 'QC02', 'UV38', 'XB06']","['CC16', 'DC02', 'MO01', 'QT15', 'UV12', 'XB07', 'YK05', 'ZG18']","['CC', 'JZ', 'MO', 'MO', 'QC', 'UV', 'XB', 'CC', 'DC', 'MO', 'QT', 'UV', 'XB', 'YK', 'ZG']"
Jiahao,5.22744E+11,4,22,"['CC06', 'DK09', 'FD01', 'FD05', 'MO09', 'FW15', 'FW07', 'JC06', 'JC08', 'JZ01', 'LP01', 'MO05', 'ND01', 'QT07', 'QT17', 'RG01', 'UV01', 'WD01', 'XB35', 'YK02', 'ZG01']",['DC20'],"['CC', 'DK', 'FD', 'FD', 'MO', 'FW', 'FW', 'JC', 'JC', 'JZ', 'LP', 'MO', 'ND', 'QT', 'QT', 'RG', 'UV', 'WD', 'XB', 'YK', 'ZG', 'DC']"
Jiahao,5.22145E+11,4,,[],[],[]
Jiahao,5.22098E+11,4,13,"['CC06', 'WD01', 'XB35', 'JP04', 'MO06', 'QT04', 'SP01', 'UV01', 'XN07', 'ZG03']","['CC08', 'DC07', 'SP02']","['CC', 'WD', 'XB', 'JP', 'MO', 'QT', 'SP', 'UV', 'XN', 'ZG', 'CC', 'DC', 'SP']"
Jiahao,5.22086E+11,4,,[],[],[]
Jiahao,5.22034E+11,4,16,"['CC25', 'DC19', 'MO12', 'QT10', 'UV59', 'XB06', 'YK10', 'CC17', 'UV53', 'YK05']","['CC15', 'DC21', 'SJ15', 'UV03', 'XN07', 'YK01']","['CC', 'DC', 'MO', 'QT', 'UV', 'XB', 'YK', 'CC', 'UV', 'YK', 'CC', 'DC', 'SJ', 'UV', 'XN', 'YK']"
Jiahao,5.2187E+11,4,7,"['CC19', 'UV34']","['CC07', 'DC02', 'UV03', 'WD05', 'YK02']","['CC', 'UV', 'CC', 'DC', 'UV', 'WD', 'YK']"
Jiahao,45410114111,4,13,"['CC24', 'UV36', 'XB35']","['CC19', 'DC02', 'GJ03', 'JB01', 'ND03', 'RG03', 'UV54', 'WD04', 'XB06', 'XN01']","['CC', 'UV', 'XB', 'CC', 'DC', 'GJ', 'JB', 'ND', 'RG', 'UV', 'WD', 'XB', 'XN']"
Jiahao,45293052304,4,4,"['CC05', 'XB35']","['CC29', 'DC02']","['CC', 'XB', 'CC', 'DC']"
Jiahao,45219159638,4,20,"['CC06', 'UV16', 'XB05', 'CC21', 'MO03']","['XB63', 'ZG01', 'CC31', 'DC02', 'JB03', 'QT05', 'UV47', 'WD01', 'XB26', 'YK05', 'CC23', 'FH02', 'DC08', 'JB01', 'ZG09']","['CC', 'UV', 'XB', 'CC', 'MO', 'XB', 'ZG', 'CC', 'DC', 'JB', 'QT', 'UV', 'WD', 'XB', 'YK', 'CC', 'FH', 'DC', 'JB', 'ZG']"
Jiahao,44881048637,4,,[],[],[]
Jiahao,44799642380,4,16,"['CC06', 'CC07', 'UV25', 'XB44', 'DK12']","['CC43', 'FW01', 'SP02', 'UV01', 'XN01', 'XN07', 'ZG01', 'CC08', 'UV27', 'XB39', 'DC02']","['CC', 'CC', 'UV', 'XB', 'DK', 'CC', 'FW', 'SP', 'UV', 'XN', 'XN', 'ZG', 'CC', 'UV', 'XB', 'DC']"
Jiahao,44331296085,4,,[],[],[]
Jiahao,44231886556,4,3,['CC06'],"['CC08', 'DC02']","['CC', 'CC', 'DC']"
Jiahao,44069100271,4,7,"['CC06', 'CC05']","['CC46', 'UV22', 'DC15', 'PZ09', 'CC08']","['CC', 'CC', 'CC', 'UV', 'DC', 'PZ', 'CC']"
Jiahao,44021641588,4,,[],[],[]
